ID	Length
EPrPING00000002364	72
EPrPING00000002365	72
EPrPING00000002366	72
EPrPING00000002367	73
EPrPING00000002368	86
EPrPING00000002369	81
EPrPING00000002370	72
EPrPING00000002371	73
EPrPING00000002372	83
EPrPING00000002373	72
EPrPING00000002374	73
EPrPING00000002375	70
EPrPING00000002376	81
EPrPING00000002377	72
EPrPING00000002378	72
EPrPING00000002379	72
EPrPING00000002380	70
EPrPING00000002381	73
EPrPING00000002382	72
EPrPING00000002383	73
EPrPING00000002384	117
EPrPING00000002385	71
EPrPING00000002386	73
EPrPING00000002387	86
EPrPING00000002388	72
EPrPING00000002389	64
EPrPING00000002390	72
EPrPING00000002391	72
EPrPING00000002392	7351
EPrPING00000002393	80
EPrPING00000002394	104
EPrPING00000002395	72
EPrPING00000002396	68
EPrPING00000002397	70
EPrPING00000002398	172
EPrPING00000002399	73
EPrPING00000002400	172
EPrPING00000002401	73
EPrPING00000002402	74
EPrPING00000002403	71
EPrPING00000002404	72
EPrPING00000002405	72
EPrPING00000002406	73
EPrPING00000002407	72
EPrPING00000002408	72
EPrPING00000002409	71
EPrPING00000002410	72
EPrPING00000002411	73
EPrPING00000002412	72
EPrPING00000002413	72
EPrPING00000002414	72
EPrPING00000002415	71
EPrPING00000002416	72
EPrPING00000002417	73
EPrPING00000002418	81
EPrPING00000002419	81
EPrPING00000002420	72
EPrPING00000002421	72
EPrPING00000002422	73
EPrPING00000002423	72
EPrPING00000002424	72
EPrPING00000002425	72
EPrPING00000002426	72
EPrPING00000002427	68
EPrPING00000002428	72
EPrPING00000002429	73
EPrPING00000002430	72
EPrPING00000002431	83
EPrPING00000002432	105
EPrPING00000002433	72
EPrPING00000002434	75
EPrPING00000002435	68
EPrPING00000002436	73
EPrPING00000002437	72
EPrPING00000002438	81
EPrPING00000002439	73
EPrPING00000002440	86
EPrPING00000002441	72
EPrPING00000002442	73
EPrPING00000002443	72
EPrPING00000002444	72
EPrPING00000002445	72
EPrPING00000002446	70
EPrPING00000002447	72
EPrPING00000002448	73
EPrPING00000002449	72
EPrPING00000002450	72
EPrPING00000002451	73
EPrPING00000002452	72
EPrPING00000002453	73
EPrPING00000002454	72
EPrPING00000002455	73
EPrPING00000002456	72
EPrPING00000002457	73
EPrPING00000002458	72
EPrPING00000002459	73
EPrPING00000002460	73
EPrPING00000002461	73
EPrPING00000002462	72
EPrPING00000002463	73
EPrPING00000002464	73
EPrPING00000002465	72
EPrPING00000002466	72
EPrPING00000002467	73
EPrPING00000002468	86
EPrPING00000002469	143
EPrPING00000002470	1827
EPrPING00000002471	73
EPrPING00000002472	71
EPrPING00000002473	72
EPrPING00000002474	72
EPrPING00000002475	73
EPrPING00000002476	72
EPrPING00000002477	72
EPrPING00000002478	72
EPrPING00000002479	73
EPrPING00000002480	71
EPrPING00000002481	73
EPrPING00000002482	72
EPrPING00000002483	62
EPrPING00000002484	73
EPrPING00000002485	73
EPrPING00000002486	72
EPrPING00000002487	1827
EPrPING00000002488	72
EPrPING00000002489	72
EPrPING00000002490	71
EPrPING00000002491	78
EPrPING00000002492	72
EPrPING00000002493	72
EPrPING00000002494	73
EPrPING00000002495	78
EPrPING00000002496	81
EPrPING00000002497	71
EPrPING00000002498	73
EPrPING00000002499	72
EPrPING00000002500	70
EPrPING00000002501	72
EPrPING00000002502	72
EPrPING00000002503	72
EPrPING00000002504	72
EPrPING00000002505	72
EPrPING00000002506	72
EPrPING00000002507	73
EPrPING00000002508	73
EPrPING00000002509	71
EPrPING00000002510	80
EPrPING00000002511	104
EPrPING00000002512	72
EPrPING00000002513	72
EPrPING00000002514	1827
EPrPING00000002515	72
EPrPING00000002516	73
EPrPING00000002517	71
EPrPING00000002518	72
EPrPING00000002519	104
EPrPING00000002520	72
EPrPING00000002521	73
EPrPING00000002522	72
EPrPING00000002523	86
EPrPING00000002524	71
EPrPING00000002525	72
EPrPING00000002526	72
EPrPING00000002527	73
EPrPING00000002528	68
EPrPING00000002529	73
EPrPING00000002530	73
EPrPING00000002531	72
EPrPING00000002532	72
EPrPING00000002533	73
EPrPING00000002534	68
EPrPING00000002535	73
EPrPING00000002536	73
EPrPING00000002537	72
EPrPING00000002538	69
EPrPING00000002539	73
EPrPING00000002540	72
EPrPING00000002541	72
EPrPING00000002542	72
EPrPING00000002543	71
EPrPING00000002544	72
EPrPING00000002545	73
EPrPING00000002546	73
EPrPING00000002547	68
EPrPING00000002548	72
EPrPING00000002549	72
EPrPING00000002550	73
EPrPING00000002551	73
EPrPING00000002552	71
EPrPING00000002553	82
EPrPING00000002554	73
EPrPING00000002555	71
EPrPING00000002556	73
EPrPING00000002557	72
EPrPING00000002558	73
EPrPING00000002559	71
EPrPING00000002560	72
EPrPING00000002561	73
EPrPING00000002562	73
EPrPING00000002563	73
EPrPING00000002564	73
EPrPING00000002565	71
EPrPING00000002566	72
EPrPING00000002567	72
EPrPING00000002568	81
EPrPING00000002569	72
EPrPING00000002570	72
EPrPING00000002571	72
EPrPING00000002572	74
EPrPING00000002573	72
EPrPING00000002574	4010
EPrPING00000002575	72
EPrPING00000002576	73
EPrPING00000002577	73
EPrPING00000002578	72
EPrPING00000002579	72
EPrPING00000002580	72
EPrPING00000002581	72
EPrPING00000002582	205
EPrPING00000002583	72
EPrPING00000002584	73
EPrPING00000002585	72
EPrPING00000002586	73
EPrPING00000002587	73
EPrPING00000002588	138
EPrPING00000002589	72
EPrPING00000002590	72
EPrPING00000002591	73
EPrPING00000002592	72
EPrPING00000002593	82
EPrPING00000002594	72
EPrPING00000002595	72
EPrPING00000002596	73
EPrPING00000002597	73
EPrPING00000002598	71
EPrPING00000002599	81
EPrPING00000002600	74
EPrPING00000002601	73
EPrPING00000002602	103
EPrPING00000002603	72
EPrPING00000002604	86
EPrPING00000002605	72
EPrPING00000002606	68
EPrPING00000002607	72
EPrPING00000002608	72
EPrPING00000002609	81
EPrPING00000002610	64
EPrPING00000002611	86
EPrPING00000002612	72
EPrPING00000002613	72
EPrPING00000002614	81
EPrPING00000002615	73
EPrPING00000002616	73
EPrPING00000002617	71
EPrPING00000002618	72
EPrPING00000002619	73
EPrPING00000002620	72
EPrPING00000002621	72
EPrPING00000002622	74
EPrPING00000002623	73
EPrPING00000002624	71
EPrPING00000002625	72
EPrPING00000002626	71
EPrPING00000002627	73
EPrPING00000002628	114
EPrPING00000002629	85
EPrPING00000002630	73
EPrPING00000002631	72
EPrPING00000002632	81
EPrPING00000002633	72
EPrPING00000002634	72
EPrPING00000002635	104
EPrPING00000002636	82
EPrPING00000002637	1827
EPrPING00000002638	72
EPrPING00000002639	81
EPrPING00000002640	72
EPrPING00000002641	70
EPrPING00000002642	82
EPrPING00000002643	72
EPrPING00000002644	73
EPrPING00000002645	114
EPrPING00000002646	72
EPrPING00000002647	72
EPrPING00000002648	81
EPrPING00000002649	73
EPrPING00000002650	81
EPrPING00000002651	80
EPrPING00000002652	73
EPrPING00000002653	72
EPrPING00000002654	105
EPrPING00000002655	81
EPrPING00000002656	73
EPrPING00000002657	72
EPrPING00000002658	72
EPrPING00000002659	72
EPrPING00000002660	72
EPrPING00000002661	72
EPrPING00000002662	73
EPrPING00000002663	68
EPrPING00000002664	73
EPrPING00000002665	72
EPrPING00000002666	81
EPrPING00000002667	72
EPrPING00000002668	75
EPrPING00000002669	68
EPrPING00000002670	72
EPrPING00000002671	82
EPrPING00000002672	72
EPrPING00000002673	72
EPrPING00000002674	72
EPrPING00000002675	73
EPrPING00000002676	1827
EPrPING00000002677	86
EPrPING00000002678	73
EPrPING00000002679	73
EPrPING00000002680	80
EPrPING00000002681	3499
EPrPING00000002682	82
EPrPING00000002683	72
EPrPING00000002684	105
EPrPING00000002685	72
EPrPING00000002686	78
EPrPING00000002687	72
EPrPING00000002688	72
EPrPING00000002689	70
EPrPING00000002690	72
EPrPING00000002691	72
EPrPING00000002692	72
EPrPING00000002693	72
EPrPING00000002694	73
EPrPING00000002695	72
EPrPING00000002696	6133
EPrPING00000002697	72
EPrPING00000002698	73
EPrPING00000002699	117
EPrPING00000002700	81
EPrPING00000002701	117
EPrPING00000002702	82
EPrPING00000002703	72
EPrPING00000002704	73
EPrPING00000002705	72
EPrPING00000002706	72
EPrPING00000002707	72
EPrPING00000002708	72
EPrPING00000002709	72
EPrPING00000002710	74
EPrPING00000002711	73
EPrPING00000002712	73
EPrPING00000002713	72
EPrPING00000002714	73
EPrPING00000002715	72
EPrPING00000002716	73
EPrPING00000002717	73
EPrPING00000002718	74
EPrPING00000002719	71
EPrPING00000002720	81
EPrPING00000002721	72
EPrPING00000002722	72
EPrPING00000002723	72
EPrPING00000002724	86
EPrPING00000002725	72
EPrPING00000002726	86
EPrPING00000002727	78
EPrPING00000002728	69
EPrPING00000002729	82
EPrPING00000002730	72
EPrPING00000002731	72
EPrPING00000002732	72
EPrPING00000002733	72
EPrPING00000002734	73
EPrPING00000002735	73
EPrPING00000002736	72
EPrPING00000002737	72
EPrPING00000002738	80
EPrPING00000002739	73
EPrPING00000002740	72
EPrPING00000002741	73
EPrPING00000002742	82
EPrPING00000002743	68
EPrPING00000002744	82
EPrPING00000002745	69
EPrPING00000002746	72
EPrPING00000002747	72
EPrPING00000002748	73
EPrPING00000002749	81
EPrPING00000002750	72
EPrPING00000002751	71
EPrPING00000002752	73
EPrPING00000002753	72
EPrPING00000002754	81
EPrPING00000002755	68
EPrPING00000002756	72
EPrPING00000002757	73
EPrPING00000002758	86
EPrPING00000002759	72
EPrPING00000002760	73
EPrPING00000002761	72
EPrPING00000002762	72
EPrPING00000002763	72
EPrPING00000002764	73
EPrPING00000002765	117
EPrPING00000002766	72
EPrPING00000002767	72
EPrPING00000002768	72
EPrPING00000002769	82
EPrPING00000002770	72
EPrPING00000002771	72
EPrPING00000002772	73
EPrPING00000002773	73
EPrPING00000002774	70
EPrPING00000002775	72
EPrPING00000002776	73
EPrPING00000002777	72
EPrPING00000002778	72
EPrPING00000002779	97
EPrPING00000002780	72
EPrPING00000002781	105
EPrPING00000002782	72
EPrPING00000002783	82
EPrPING00000002784	73
EPrPING00000002785	72
EPrPING00000002786	72
EPrPING00000002787	72
EPrPING00000002788	73
EPrPING00000002789	73
EPrPING00000002790	72
EPrPING00000002791	81
EPrPING00000002792	73
EPrPING00000002793	105
EPrPING00000002794	72
EPrPING00000002795	105
EPrPING00000002796	72
EPrPING00000002797	72
EPrPING00000002798	73
EPrPING00000002799	72
EPrPING00000002800	1827
EPrPING00000002801	74
EPrPING00000002802	73
EPrPING00000002803	73
EPrPING00000002804	73
EPrPING00000002805	117
EPrPING00000002806	73
EPrPING00000002807	70
EPrPING00000002808	73
EPrPING00000002809	117
EPrPING00000002810	82
EPrPING00000002811	73
EPrPING00000002812	73
EPrPING00000002813	72
EPrPING00000002814	105
EPrPING00000002815	82
EPrPING00000002816	72
EPrPING00000002817	72
EPrPING00000002818	73
EPrPING00000002819	81
EPrPING00000002820	73
EPrPING00000002821	73
EPrPING00000002822	72
EPrPING00000002823	73
EPrPING00000002824	72
EPrPING00000002825	70
EPrPING00000002826	72
EPrPING00000002827	72
EPrPING00000002828	72
EPrPING00000002829	73
EPrPING00000002830	72
EPrPING00000002831	72
EPrPING00000002832	73
EPrPING00000002833	86
EPrPING00000002834	72
EPrPING00000002835	68
EPrPING00000002836	72
EPrPING00000002837	86
EPrPING00000002838	72
EPrPING00000002839	81
EPrPING00000002840	73
EPrPING00000002841	72
EPrPING00000002842	104
EPrPING00000002843	72
EPrPING00000002844	73
EPrPING00000002845	73
EPrPING00000002846	72
EPrPING00000002847	72
EPrPING00000002848	86
EPrPING00000002849	62
EPrPING00000002850	68
EPrPING00000002851	302
EPrPING00000002852	72
EPrPING00000002853	72
EPrPING00000002854	105
EPrPING00000002855	105
EPrPING00000002856	73
EPrPING00000002857	72
EPrPING00000002858	82
EPrPING00000002859	73
EPrPING00000002860	72
EPrPING00000002861	73
EPrPING00000002862	72
EPrPING00000002863	72
EPrPING00000002864	64
EPrPING00000002865	83
EPrPING00000002866	75
EPrPING00000002867	72
EPrPING00000002868	72
EPrPING00000002869	74
EPrPING00000002870	73
EPrPING00000002871	73
EPrPING00000002872	72
EPrPING00000002873	72
EPrPING00000002874	70
EPrPING00000002875	68
EPrPING00000002876	73
EPrPING00000002877	117
EPrPING00000002878	73
EPrPING00000002879	73
EPrPING00000002880	68
EPrPING00000002881	72
EPrPING00000002882	72
EPrPING00000002883	73
EPrPING00000002884	72
EPrPING00000002885	68
EPrPING00000002886	81
EPrPING00000002887	70
EPrPING00000002888	73
EPrPING00000002889	72
EPrPING00000002890	72
EPrPING00000002891	86
EPrPING00000002892	73
EPrPING00000002893	72
EPrPING00000002894	82
EPrPING00000002895	72
EPrPING00000002896	73
EPrPING00000002897	74
EPrPING00000002898	72
EPrPING00000002899	73
EPrPING00000002900	67
EPrPING00000002901	73
EPrPING00000002902	72
EPrPING00000002903	72
EPrPING00000002904	72
EPrPING00000002905	72
EPrPING00000002906	105
EPrPING00000002907	72
EPrPING00000002908	72
EPrPING00000002909	4161
EPrPING00000002910	73
EPrPING00000002911	73
EPrPING00000002912	73
EPrPING00000002913	69
EPrPING00000002914	73
EPrPING00000002915	72
EPrPING00000002916	82
EPrPING00000002917	80
EPrPING00000002918	71
EPrPING00000002919	72
EPrPING00000002920	73
EPrPING00000002921	72
EPrPING00000002922	72
EPrPING00000002923	72
EPrPING00000002924	73
EPrPING00000002925	73
EPrPING00000002926	72
EPrPING00000002927	73
EPrPING00000002928	73
EPrPING00000002929	105
EPrPING00000002930	72
EPrPING00000002931	73
EPrPING00000002932	83
EPrPING00000002933	71
EPrPING00000002934	73
EPrPING00000002935	71
EPrPING00000002936	72
EPrPING00000002937	72
EPrPING00000002938	72
EPrPING00000002939	72
EPrPING00000002940	73
EPrPING00000002941	72
EPrPING00000002942	72
EPrPING00000002943	73
EPrPING00000002944	73
EPrPING00000002945	4162
EPrPING00000002946	73
EPrPING00000002947	72
EPrPING00000002948	72
EPrPING00000002949	81
EPrPING00000002950	70
EPrPING00000002951	72
EPrPING00000002952	81
EPrPING00000002953	81
EPrPING00000002954	74
EPrPING00000002955	72
EPrPING00000002956	72
EPrPING00000002957	73
EPrPING00000002958	72
EPrPING00000002959	73
EPrPING00000002960	72
EPrPING00000002961	73
EPrPING00000002962	74
EPrPING00000002963	72
EPrPING00000002964	72
EPrPING00000002965	72
EPrPING00000002966	73
EPrPING00000002967	81
EPrPING00000002968	71
EPrPING00000002969	72
EPrPING00000002970	72
EPrPING00000002971	73
EPrPING00000002972	72
EPrPING00000002973	72
EPrPING00000002974	65
EPrPING00000002975	172
EPrPING00000002976	4140
EPrPING00000002977	73
EPrPING00000002978	73
EPrPING00000002979	72
EPrPING00000002980	81
EPrPING00000002981	72
EPrPING00000002982	72
EPrPING00000002983	73
EPrPING00000002984	105
EPrPING00000002985	72
EPrPING00000002986	72
EPrPING00000002987	72
EPrPING00000002988	78
EPrPING00000002989	73
EPrPING00000002990	72
EPrPING00000002991	72
EPrPING00000002992	73
EPrPING00000002993	115
EPrPING00000002994	82
EPrPING00000002995	105
EPrPING00000002996	72
EPrPING00000002997	86
EPrPING00000002998	72
EPrPING00000002999	72
EPrPING00000003000	82
EPrPING00000003001	82
EPrPING00000003002	72
EPrPING00000003003	72
EPrPING00000003004	84
EPrPING00000003005	72
EPrPING00000003006	72
EPrPING00000003007	72
EPrPING00000003008	73
EPrPING00000003009	72
EPrPING00000003010	86
EPrPING00000003011	72
EPrPING00000003012	73
EPrPING00000003013	72
EPrPING00000003014	105
EPrPING00000003015	73
EPrPING00000003016	82
EPrPING00000003017	81
EPrPING00000003018	73
EPrPING00000003019	70
EPrPING00000003020	73
EPrPING00000003021	72
EPrPING00000003022	72
EPrPING00000003023	73
EPrPING00000003024	72
EPrPING00000003025	72
EPrPING00000003026	88
EPrPING00000003027	72
EPrPING00000003028	72
EPrPING00000003029	80
EPrPING00000003030	72
EPrPING00000003031	72
EPrPING00000003032	72
EPrPING00000003033	73
EPrPING00000003034	72
EPrPING00000003035	73
EPrPING00000003036	81
EPrPING00000003037	72
EPrPING00000003038	73
EPrPING00000003039	70
EPrPING00000003040	72
EPrPING00000003041	72
EPrPING00000003042	73
EPrPING00000003043	70
EPrPING00000003044	73
EPrPING00000003045	72
EPrPING00000003046	80
EPrPING00000003047	73
EPrPING00000003048	72
EPrPING00000003049	74
EPrPING00000003050	72
EPrPING00000003051	67
EPrPING00000003052	72
EPrPING00000003053	73
EPrPING00000003054	72
EPrPING00000003055	72
EPrPING00000003056	71
EPrPING00000003057	73
EPrPING00000003058	73
EPrPING00000003059	104
EPrPING00000003060	73
EPrPING00000003061	64
EPrPING00000003062	73
EPrPING00000003063	82
EPrPING00000003064	70
EPrPING00000003065	73
EPrPING00000003066	86
EPrPING00000003067	72
EPrPING00000003068	72
EPrPING00000003069	72
EPrPING00000003070	72
EPrPING00000003071	73
EPrPING00000003072	73
EPrPING00000003073	72
EPrPING00000003074	89
EPrPING00000003075	73
EPrPING00000003076	72
EPrPING00000003077	72
EPrPING00000003078	70
EPrPING00000003079	68
EPrPING00000003080	73
EPrPING00000003081	73
EPrPING00000003082	72
EPrPING00000003083	114
EPrPING00000003084	85
EPrPING00000003085	68
EPrPING00000003086	105
EPrPING00000003087	73
EPrPING00000003088	72
EPrPING00000003089	73
EPrPING00000003090	172
EPrPING00000003091	73
EPrPING00000003092	104
EPrPING00000003093	72
EPrPING00000003094	73
EPrPING00000003095	72
EPrPING00000003096	68
EPrPING00000003097	72
EPrPING00000003098	74
EPrPING00000003099	117
EPrPING00000003100	73
EPrPING00000003101	72
EPrPING00000003102	72
EPrPING00000003103	72
EPrPING00000003104	72
EPrPING00000003105	72
EPrPING00000003106	72
EPrPING00000003107	73
EPrPING00000003108	72
EPrPING00000003109	81
EPrPING00000003110	72
EPrPING00000003111	81
EPrPING00000003112	73
EPrPING00000003113	73
EPrPING00000003114	84
EPrPING00000003115	127
EPrPING00000003116	68
EPrPING00000003117	78
EPrPING00000003118	72
EPrPING00000003119	73
EPrPING00000003120	73
EPrPING00000003121	73
EPrPING00000003122	73
EPrPING00000003123	72
EPrPING00000003124	73
EPrPING00000003125	70
EPrPING00000003126	72
EPrPING00000003127	72
EPrPING00000003128	72
EPrPING00000003129	72
EPrPING00000003130	72
EPrPING00000003131	72
EPrPING00000003132	105
EPrPING00000003133	72
EPrPING00000003134	72
EPrPING00000003135	68
EPrPING00000003136	72
EPrPING00000003137	73
EPrPING00000003138	73
EPrPING00000003139	72
EPrPING00000003140	72
EPrPING00000003141	72
EPrPING00000003142	72
EPrPING00000003143	72
EPrPING00000003144	72
EPrPING00000003145	72
EPrPING00000003146	71
EPrPING00000003147	72
EPrPING00000003148	81
EPrPING00000003149	102
EPrPING00000003150	68
EPrPING00000003151	68
EPrPING00000003152	72
EPrPING00000003153	72
EPrPING00000003154	72
EPrPING00000003155	73
EPrPING00000003156	73
EPrPING00000003157	72
EPrPING00000003158	1516
EPrPING00000003159	72
EPrPING00000003160	73
EPrPING00000003161	73
EPrPING00000003162	82
EPrPING00000003163	77
EPrPING00000003164	72
EPrPING00000003165	73
EPrPING00000003166	70
EPrPING00000003167	72
EPrPING00000003168	72
EPrPING00000003169	73
EPrPING00000003170	72
EPrPING00000003171	73
EPrPING00000003172	72
EPrPING00000003173	71
EPrPING00000003174	70
EPrPING00000003175	73
EPrPING00000003176	73
EPrPING00000003177	68
EPrPING00000003178	72
EPrPING00000003179	82
EPrPING00000003180	72
EPrPING00000003181	73
EPrPING00000003182	73
EPrPING00000003183	73
EPrPING00000003184	73
EPrPING00000003185	74
EPrPING00000003186	72
EPrPING00000003187	104
EPrPING00000003188	73
EPrPING00000003189	73
EPrPING00000003190	81
EPrPING00000003191	73
EPrPING00000003192	72
EPrPING00000003193	72
EPrPING00000003194	73
EPrPING00000003195	72
EPrPING00000003196	71
EPrPING00000003197	82
EPrPING00000003198	73
EPrPING00000003199	72
EPrPING00000003200	68
EPrPING00000003201	74
EPrPING00000003202	73
EPrPING00000003203	72
EPrPING00000003204	73
EPrPING00000003205	72
EPrPING00000003206	73
EPrPING00000003207	73
EPrPING00000003208	73
EPrPING00000003209	82
EPrPING00000003210	73
EPrPING00000003211	72
EPrPING00000003212	73
EPrPING00000003213	72
EPrPING00000003214	72
EPrPING00000003215	73
EPrPING00000003216	74
EPrPING00000003217	68
EPrPING00000003218	205
EPrPING00000003219	72
EPrPING00000003220	72
EPrPING00000003221	72
EPrPING00000003222	72
EPrPING00000003223	61
EPrPING00000003224	73
EPrPING00000003225	73
EPrPING00000003226	72
EPrPING00000003227	71
EPrPING00000003228	81
EPrPING00000003229	72
EPrPING00000003230	73
EPrPING00000003231	72
EPrPING00000003232	86
EPrPING00000003233	71
EPrPING00000003234	72
EPrPING00000003235	72
EPrPING00000003236	82
EPrPING00000003237	72
EPrPING00000003238	72
EPrPING00000003239	72
EPrPING00000003240	81
EPrPING00000003241	72
EPrPING00000003242	73
EPrPING00000003243	183
EPrPING00000003244	72
EPrPING00000003245	72
EPrPING00000003246	80
EPrPING00000003247	71
EPrPING00000003248	73
EPrPING00000003249	73
EPrPING00000003250	81
EPrPING00000003251	72
EPrPING00000003252	72
EPrPING00000003253	70
EPrPING00000003254	80
EPrPING00000003255	73
EPrPING00000003256	73
EPrPING00000003257	72
EPrPING00000003258	72
EPrPING00000003259	72
EPrPING00000003260	105
EPrPING00000003261	73
EPrPING00000003262	73
EPrPING00000003263	72
EPrPING00000003264	73
EPrPING00000003265	72
EPrPING00000003266	73
EPrPING00000003267	73
EPrPING00000003268	72
EPrPING00000003269	72
EPrPING00000003270	73
EPrPING00000003271	73
EPrPING00000003272	70
EPrPING00000003273	71
EPrPING00000003274	73
EPrPING00000003275	72
EPrPING00000003276	73
EPrPING00000003277	72
EPrPING00000003278	73
EPrPING00000003279	1792
EPrPING00000003280	73
EPrPING00000003281	72
EPrPING00000003282	73
EPrPING00000003283	72
EPrPING00000003284	73
EPrPING00000003285	70
EPrPING00000003286	72
EPrPING00000003287	71
EPrPING00000003288	72
EPrPING00000003289	72
EPrPING00000003290	73
EPrPING00000003291	73
EPrPING00000003292	72
EPrPING00000003293	68
EPrPING00000003294	72
EPrPING00000003295	73
EPrPING00000003296	73
EPrPING00000003297	73
EPrPING00000003298	69
EPrPING00000003299	73
EPrPING00000003300	72
EPrPING00000003301	73
EPrPING00000003302	72
EPrPING00000003303	72
EPrPING00000003304	72
EPrPING00000003305	81
EPrPING00000003306	72
EPrPING00000003307	73
EPrPING00000003308	73
EPrPING00000003309	68
EPrPING00000003310	72
EPrPING00000003311	72
EPrPING00000003312	72
EPrPING00000003313	73
EPrPING00000003314	83
EPrPING00000003315	73
EPrPING00000003316	86
EPrPING00000003317	117
EPrPING00000003318	72
EPrPING00000003319	72
EPrPING00000003320	73
EPrPING00000003321	72
EPrPING00000003322	72
EPrPING00000003323	72
EPrPING00000003324	72
EPrPING00000003325	73
EPrPING00000003326	73
EPrPING00000003327	73
EPrPING00000003328	72
EPrPING00000003329	73
EPrPING00000003330	1830
EPrPING00000003331	72
EPrPING00000003332	73
EPrPING00000003333	72
EPrPING00000003334	78
EPrPING00000003335	73
EPrPING00000003336	117
EPrPING00000003337	73
EPrPING00000003338	73
EPrPING00000003339	73
EPrPING00000003340	105
EPrPING00000003341	72
EPrPING00000003342	73
EPrPING00000003343	73
EPrPING00000003344	75
EPrPING00000003345	73
EPrPING00000003346	73
EPrPING00000003347	62
EPrPING00000003348	72
EPrPING00000003349	74
EPrPING00000003350	86
EPrPING00000003351	72
EPrPING00000003352	73
EPrPING00000003353	82
EPrPING00000003354	73
EPrPING00000003355	74
EPrPING00000003356	82
EPrPING00000003357	73
EPrPING00000003358	104
EPrPING00000003359	72
EPrPING00000003360	82
EPrPING00000003361	74
EPrPING00000003362	73
EPrPING00000003363	72
EPrPING00000003364	72
EPrPING00000003365	72
EPrPING00000003366	72
EPrPING00000003367	73
EPrPING00000003368	72
EPrPING00000003369	72
EPrPING00000003370	70
EPrPING00000003371	72
EPrPING00000003372	72
EPrPING00000003373	75
EPrPING00000003374	68
EPrPING00000003375	72
EPrPING00000003376	74
EPrPING00000003377	82
EPrPING00000003378	72
EPrPING00000003379	71
EPrPING00000003380	117
EPrPING00000003381	73
EPrPING00000003382	72
EPrPING00000003383	72
EPrPING00000003384	72
EPrPING00000003385	71
EPrPING00000003386	72
EPrPING00000003387	73
EPrPING00000003388	72
EPrPING00000003389	72
EPrPING00000003390	71
EPrPING00000003391	183
EPrPING00000003392	72
EPrPING00000003393	73
EPrPING00000003394	72
EPrPING00000003395	72
EPrPING00000003396	70
EPrPING00000003397	73
EPrPING00000003398	74
EPrPING00000003399	73
EPrPING00000003400	1578
EPrPING00000003401	118
EPrPING00000003402	72
EPrPING00000003403	72
EPrPING00000003404	73
EPrPING00000003405	73
EPrPING00000003406	183
EPrPING00000003407	73
EPrPING00000003408	86
EPrPING00000003409	68
EPrPING00000003410	88
EPrPING00000003411	73
EPrPING00000003412	72
EPrPING00000003413	81
EPrPING00000003414	73
EPrPING00000003415	73
EPrPING00000003416	4051
EPrPING00000003417	72
EPrPING00000003418	74
EPrPING00000003419	72
EPrPING00000003420	105
EPrPING00000003421	72
EPrPING00000003422	73
EPrPING00000003423	73
EPrPING00000003424	72
EPrPING00000003425	72
EPrPING00000003426	75
EPrPING00000003427	72
EPrPING00000003428	73
EPrPING00000003429	81
EPrPING00000003430	72
EPrPING00000003431	72
EPrPING00000003432	4140
EPrPING00000003433	73
EPrPING00000003434	81
EPrPING00000003435	72
EPrPING00000003436	73
EPrPING00000003437	72
EPrPING00000003438	73
EPrPING00000003439	72
EPrPING00000003440	79
EPrPING00000003441	72
EPrPING00000003442	73
EPrPING00000003443	81
EPrPING00000003444	82
EPrPING00000003445	74
EPrPING00000003446	68
EPrPING00000003447	73
EPrPING00000003448	72
EPrPING00000003449	73
EPrPING00000003450	73
EPrPING00000003451	70
EPrPING00000003452	68
EPrPING00000003453	72
EPrPING00000003454	80
EPrPING00000003455	72
EPrPING00000003456	72
EPrPING00000003457	72
EPrPING00000003458	82
EPrPING00000003459	117
EPrPING00000003460	73
EPrPING00000003461	72
EPrPING00000003462	73
EPrPING00000003463	105
EPrPING00000003464	70
EPrPING00000003465	72
EPrPING00000003466	73
EPrPING00000003467	86
EPrPING00000003468	72
EPrPING00000003469	72
EPrPING00000003470	105
EPrPING00000003471	72
EPrPING00000003472	86
EPrPING00000003473	73
EPrPING00000003474	72
EPrPING00000003475	73
EPrPING00000003476	96
EPrPING00000003477	74
EPrPING00000003478	72
EPrPING00000003479	72
EPrPING00000003480	73
EPrPING00000003481	197
EPrPING00000003482	105
EPrPING00000003483	68
EPrPING00000003484	72
EPrPING00000003485	73
EPrPING00000003486	72
EPrPING00000003487	67
EPrPING00000003488	71
EPrPING00000003489	72
EPrPING00000003490	73
EPrPING00000003491	71
EPrPING00000003492	73
EPrPING00000003493	73
EPrPING00000003494	73
EPrPING00000003495	74
EPrPING00000003496	73
EPrPING00000003497	73
EPrPING00000003498	72
EPrPING00000003499	96
EPrPING00000003500	73
EPrPING00000003501	72
EPrPING00000003502	73
EPrPING00000003503	86
EPrPING00000003504	81
EPrPING00000003505	81
EPrPING00000003506	72
EPrPING00000003507	72
EPrPING00000003508	72
EPrPING00000003509	73
EPrPING00000003510	73
EPrPING00000003511	81
EPrPING00000003512	117
EPrPING00000003513	73
EPrPING00000003514	67
EPrPING00000003515	76
EPrPING00000003516	73
EPrPING00000003517	70
EPrPING00000003518	72
EPrPING00000003519	73
EPrPING00000003520	72
EPrPING00000003521	68
EPrPING00000003522	73
EPrPING00000003523	72
EPrPING00000003524	72
EPrPING00000003525	68
EPrPING00000003526	73
EPrPING00000003527	105
